Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal Disease, all ages†, Confirmed, Current week","Invasive Pneumococcal Disease, all ages†, Confirmed, Current week, flag","Invasive Pneumococcal Disease, all ages†, Confirmed, Previous 52 weeks Med","Invasive Pneumococcal Disease, all ages†, Confirmed, Previous 52 weeks Med, flag","Invasive Pneumococcal Disease, all ages†, Confirmed, Previous 52 weeks Max","Invasive Pneumococcal Disease, all ages†, Confirmed, Previous 52 weeks Max, flag","Invasive Pneumococcal Disease, all ages†, Confirmed, Cum 2018","Invasive Pneumococcal Disease, all ages†, Confirmed, Cum 2018, flag","Invasive Pneumococcal Disease, all ages†, Confirmed, Cum 2017","Invasive Pneumococcal Disease, all ages†, Confirmed, Cum 2017, flag","Invasive Pneumococcal Disease, all ages†, Probable, Current week","Invasive Pneumococcal Disease, all ages†, Probable, Current week, flag","Invasive Pneumococcal Disease, all ages†, Probable, Previous 52 weeks Med","Invasive Pneumococcal Disease, all ages†, Probable, Previous 52 weeks Med, flag","Invasive Pneumococcal Disease, all ages†, Probable, Previous 52 weeks Max","Invasive Pneumococcal Disease, all ages†, Probable, Previous 52 weeks Max, flag","Invasive Pneumococcal Disease, all ages†, Probable, Cum 2018","Invasive Pneumococcal Disease, all ages†, Probable, Cum 2018, flag","Invasive Pneumococcal Disease, all ages†, Probable, Cum 2017","Invasive Pneumococcal Disease, all ages†, Probable, Cum 2017, flag",Location 1,Location 2
KENTUCKY,2018,37,,-,8,,28,,297,,242,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
DIST. OF COL.,2018,37,,-,1,,4,,49,,40,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
IOWA,2018,37,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
PUERTO RICO,2018,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
VIRGINIA,2018,37,,-,0,,3,,11,,21,,,-,0,,1,,1,,,-,"VIRGINIA
(37.542699, -78.45822)",
MASSACHUSETTS,2018,37,,-,10,,23,,379,,439,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
TEXAS,2018,37,7,,30,,276,,1273,,1029,,,-,0,,2,,13,,7,,"TEXAS
(31.827233, -99.423022)",
NORTH DAKOTA,2018,37,,-,1,,5,,47,,59,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
CONNECTICUT,2018,37,,-,3,,16,,115,,180,,,-,0,,0,,,-,5,,"CONNECTICUT
(41.544654, -72.651713)",
CALIFORNIA,2018,37,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
PENNSYLVANIA,2018,37,1,,10,,26,,415,,396,,,-,0,,3,,13,,25,,"PENNSYLVANIA
(40.789676, -77.858055)",
FLORIDA,2018,37,5,,13,,52,,483,,416,,,-,0,,2,,9,,4,,"FLORIDA
(28.915325, -81.922409)",
NEW JERSEY,2018,37,,-,8,,28,,278,,466,,,-,0,,3,,15,,11,,"NEW JERSEY
(40.104655, -74.386686)",
SOUTH DAKOTA,2018,37,,-,2,,9,,60,,90,,,-,0,,1,,2,,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
TENNESSEE,2018,37,,-,15,,43,,617,,665,,,-,0,,1,,2,,,-,"TENNESSEE
(35.681402, -85.774444)",
LOUISIANA,2018,37,2,,8,,27,,346,,197,,,-,0,,2,,2,,,-,"LOUISIANA
(31.2931, -92.463284)",
GEORGIA,2018,37,4,,16,,42,,591,,660,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
WEST VIRGINIA,2018,37,,-,5,,16,,202,,175,,,-,0,,1,,1,,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
ILLINOIS,2018,37,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
DELAWARE,2018,37,,-,1,,5,,62,,48,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
UTAH,2018,37,,-,5,,12,,147,,170,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
C.N.M.I.,2018,37,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
OKLAHOMA,2018,37,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
MICHIGAN,2018,37,1,,15,,41,,508,,636,,,-,0,,2,,12,,14,,"MICHIGAN
(44.66399, -84.711206)",
GUAM,2018,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MINNESOTA,2018,37,,-,0,,18,,14,,312,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NEBRASKA,2018,37,,-,3,,9,,106,,126,,,-,0,,1,,2,,2,,"NEBRASKA
(41.640503, -99.367122)",
MAINE,2018,37,,-,2,,10,,100,,98,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
NEW MEXICO,2018,37,2,,6,,20,,220,,223,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
ALASKA,2018,37,,-,3,,7,,99,,75,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NEW YORK,2018,37,15,,17,,86,,657,,605,,,-,0,,1,,8,,4,,"NEW YORK
(42.826892, -75.544286)",
UNITED STATES,2018,38,88,,367,,1072,,13292,,13535,,2,,4,,13,,186,,109,,,
NEW ENGLAND,2018,38,3,,22,,59,,762,,874,,,-,0,,1,,2,,5,,,
MID. ATLANTIC,2018,38,12,,52,,153,,1885,,1981,,,-,1,,3,,41,,43,,,
NEW YORK CITY,2018,38,6,,13,,30,,517,,486,,,-,0,,2,,4,,2,,,
E.N. CENTRAL,2018,38,,-,62,,148,,2281,,2375,,,-,1,,3,,39,,18,,,
W.N. CENTRAL,2018,38,4,,29,,64,,917,,1237,,,-,1,,6,,40,,17,,,
S. ATLANTIC,2018,38,13,,61,,168,,2271,,2438,,1,,0,,3,,26,,13,,,
E.S. CENTRAL,2018,38,6,,36,,101,,1455,,1388,,,-,0,,1,,5,,2,,,
W.S. CENTRAL,2018,38,22,,43,,336,,1891,,1507,,1,,0,,2,,17,,7,,,
MOUNTAIN,2018,38,27,,42,,122,,1666,,1582,,,-,0,,2,,16,,4,,,
PACIFIC,2018,38,1,,5,,9,,164,,153,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2018,38,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
LOUISIANA,2018,38,1,,8,,27,,347,,207,,,-,0,,2,,2,,,-,"LOUISIANA
(31.2931, -92.463284)",
WYOMING,2018,38,,-,0,,3,,16,,23,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ILLINOIS,2018,38,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
DELAWARE,2018,38,,-,1,,5,,62,,48,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ALASKA,2018,38,1,,3,,7,,102,,80,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NORTH DAKOTA,2018,38,,-,1,,5,,47,,62,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW HAMPSHIRE,2018,38,,-,3,,6,,81,,64,,,-,0,,1,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WISCONSIN,2018,38,,-,9,,25,,344,,363,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
MINNESOTA,2018,38,,-,0,,18,,14,,316,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
PUERTO RICO,2018,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
COLORADO,2018,38,11,,13,,37,,495,,411,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
OHIO,2018,38,,-,23,,62,,914,,833,,,-,0,,3,,26,,3,,"OHIO
(40.056807, -82.405897)",
KANSAS,2018,38,,-,4,,11,,168,,205,,,-,0,,1,,4,,2,,"KANSAS
(38.345528, -98.201847)",
ARIZONA,2018,38,14,,14,,56,,654,,494,,,-,0,,2,,14,,1,,"ARIZONA
(34.869712, -111.760902)",
NEW JERSEY,2018,38,,-,8,,28,,290,,474,,,-,0,,3,,16,,11,,"NEW JERSEY
(40.104655, -74.386686)",
DIST. OF COL.,2018,38,,-,1,,4,,50,,43,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
OKLAHOMA,2018,38,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
NEW YORK,2018,38,6,,16,,86,,663,,620,,,-,0,,1,,8,,4,,"NEW YORK
(42.826892, -75.544286)",
FLORIDA,2018,38,5,,12,,52,,488,,428,,1,,0,,2,,10,,4,,"FLORIDA
(28.915325, -81.922409)",
RHODE ISLAND,2018,38,,-,1,,10,,34,,44,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ARKANSAS,2018,38,6,,6,,48,,253,,247,,,-,0,,1,,1,,,-,"ARKANSAS
(34.748745, -92.275105)",
OREGON,2018,38,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
MISSOURI,2018,38,3,,12,,40,,519,,432,,,-,1,,5,,32,,11,,"MISSOURI
(38.636168, -92.566292)",
CONNECTICUT,2018,38,,-,2,,16,,115,,182,,,-,0,,0,,,-,5,,"CONNECTICUT
(41.544654, -72.651713)",
MARYLAND,2018,38,4,,10,,27,,379,,349,,,-,0,,1,,3,,5,,"MARYLAND
(39.290443, -76.612333)",
MICHIGAN,2018,38,,-,15,,41,,510,,648,,,-,0,,2,,13,,14,,"MICHIGAN
(44.66399, -84.711206)",
C.N.M.I.,2018,38,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
IOWA,2018,38,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
VIRGIN ISL.,2018,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
TEXAS,2018,38,15,,30,,276,,1291,,1053,,1,,0,,2,,14,,7,,"TEXAS
(31.827233, -99.423022)",
MISSISSIPPI,2018,38,5,,5,,15,,215,,182,,,-,0,,1,,,-,1,,"MISSISSIPPI
(32.738663, -89.537312)",
SOUTH DAKOTA,2018,38,1,,2,,9,,62,,95,,,-,0,,1,,2,,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
UTAH,2018,38,1,,5,,12,,153,,173,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
HAWAII,2018,38,,-,1,,5,,62,,73,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
SOUTH CAROLINA,2018,38,,-,12,,32,,454,,700,,,-,0,,2,,11,,4,,"SOUTH CAROLINA
(34.009286, -81.037094)",
GUAM,2018,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
IDAHO,2018,38,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
TENNESSEE,2018,38,,-,15,,43,,632,,676,,,-,0,,1,,2,,,-,"TENNESSEE
(35.681402, -85.774444)",
WEST VIRGINIA,2018,38,,-,5,,16,,203,,179,,,-,0,,1,,1,,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
WASHINGTON,2018,38,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
GEORGIA,2018,38,4,,17,,42,,624,,670,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
NORTH CAROLINA,2018,38,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
MAINE,2018,38,1,,2,,10,,101,,98,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
VIRGINIA,2018,38,,-,0,,3,,11,,21,,,-,0,,1,,1,,,-,"VIRGINIA
(37.542699, -78.45822)",
CALIFORNIA,2018,38,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
ALABAMA,2018,38,,-,7,,32,,297,,285,,,-,0,,1,,1,,,-,"ALABAMA
(32.839182, -86.631125)",
PENNSYLVANIA,2018,38,,-,10,,26,,415,,401,,,-,0,,3,,13,,26,,"PENNSYLVANIA
(40.789676, -77.858055)",
KENTUCKY,2018,38,1,,8,,28,,311,,245,,,-,0,,1,,2,,1,,"KENTUCKY
(37.64591, -84.774043)",
INDIANA,2018,38,,-,13,,39,,513,,531,,,-,0,,2,,,-,1,,"INDIANA
(39.76845, -86.156212)",
NEBRASKA,2018,38,,-,3,,9,,107,,127,,,-,0,,1,,2,,2,,"NEBRASKA
(41.640503, -99.367122)",
VERMONT,2018,38,2,,1,,5,,52,,33,,,-,0,,1,,1,,,-,"VERMONT
(43.622479, -72.51927)",
MONTANA,2018,38,1,,2,,7,,79,,66,,,-,0,,1,,,-,2,,"MONTANA
(47.062617, -109.430168)",
MASSACHUSETTS,2018,38,,-,10,,23,,379,,453,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEVADA,2018,38,,-,1,,11,,48,,188,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
NEW MEXICO,2018,38,,-,5,,20,,221,,227,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
UNITED STATES,2018,39,87,,368,,1072,,13478,,13799,,4,,4,,13,,192,,110,,,
NEW ENGLAND,2018,39,1,,24,,59,,785,,885,,1,,0,,1,,3,,5,,,
MID. ATLANTIC,2018,39,20,,53,,153,,1911,,2011,,,-,1,,3,,43,,43,,,
NEW YORK CITY,2018,39,5,,13,,30,,522,,493,,,-,0,,2,,4,,2,,,
E.N. CENTRAL,2018,39,13,,62,,148,,2322,,2431,,,-,1,,3,,39,,19,,,
W.N. CENTRAL,2018,39,3,,29,,64,,926,,1260,,2,,1,,6,,43,,17,,,
S. ATLANTIC,2018,39,14,,61,,168,,2299,,2477,,,-,0,,3,,25,,13,,,
E.S. CENTRAL,2018,39,9,,36,,101,,1467,,1411,,,-,0,,1,,5,,2,,,
W.S. CENTRAL,2018,39,10,,43,,336,,1907,,1545,,,-,0,,2,,17,,7,,,
MOUNTAIN,2018,39,14,,42,,122,,1694,,1620,,1,,0,,2,,17,,4,,,
PACIFIC,2018,39,3,,5,,9,,167,,159,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2018,39,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
ALASKA,2018,39,3,,3,,7,,105,,83,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
VERMONT,2018,39,1,,1,,5,,53,,34,,1,,0,,1,,2,,,-,"VERMONT
(43.622479, -72.51927)",
TENNESSEE,2018,39,,-,15,,43,,632,,688,,,-,0,,1,,2,,,-,"TENNESSEE
(35.681402, -85.774444)",
PENNSYLVANIA,2018,39,3,,10,,26,,422,,405,,,-,0,,3,,14,,26,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW JERSEY,2018,39,,-,8,,28,,292,,481,,,-,0,,3,,17,,11,,"NEW JERSEY
(40.104655, -74.386686)",
LOUISIANA,2018,39,,-,8,,27,,347,,212,,,-,0,,2,,2,,,-,"LOUISIANA
(31.2931, -92.463284)",
OREGON,2018,39,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
SOUTH DAKOTA,2018,39,,-,2,,9,,63,,97,,,-,0,,1,,2,,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
WYOMING,2018,39,,-,0,,3,,19,,23,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ILLINOIS,2018,39,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
NEW MEXICO,2018,39,,-,6,,20,,225,,235,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
OKLAHOMA,2018,39,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
IDAHO,2018,39,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
KANSAS,2018,39,,-,4,,11,,170,,205,,,-,0,,1,,4,,2,,"KANSAS
(38.345528, -98.201847)",
MISSISSIPPI,2018,39,2,,5,,15,,217,,183,,,-,0,,0,,,-,1,,"MISSISSIPPI
(32.738663, -89.537312)",
HAWAII,2018,39,,-,1,,5,,62,,76,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
ARKANSAS,2018,39,4,,6,,48,,257,,253,,,-,0,,1,,1,,,-,"ARKANSAS
(34.748745, -92.275105)",
KENTUCKY,2018,39,7,,8,,28,,318,,250,,,-,0,,1,,2,,1,,"KENTUCKY
(37.64591, -84.774043)",
MINNESOTA,2018,39,,-,0,,18,,14,,321,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
VIRGINIA,2018,39,,-,0,,3,,11,,21,,,-,0,,1,,1,,,-,"VIRGINIA
(37.542699, -78.45822)",
FLORIDA,2018,39,10,,12,,52,,500,,433,,,-,0,,2,,9,,4,,"FLORIDA
(28.915325, -81.922409)",
NEVADA,2018,39,,-,1,,11,,48,,189,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
DIST. OF COL.,2018,39,,-,1,,4,,51,,43,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
COLORADO,2018,39,8,,13,,37,,503,,424,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
NORTH DAKOTA,2018,39,,-,1,,5,,47,,63,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
GUAM,2018,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
CALIFORNIA,2018,39,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
NORTH CAROLINA,2018,39,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
SOUTH CAROLINA,2018,39,,-,12,,32,,454,,711,,,-,0,,2,,11,,4,,"SOUTH CAROLINA
(34.009286, -81.037094)",
CONNECTICUT,2018,39,,-,3,,16,,134,,185,,,-,0,,0,,,-,5,,"CONNECTICUT
(41.544654, -72.651713)",
DELAWARE,2018,39,,-,1,,5,,62,,49,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ALABAMA,2018,39,,-,7,,32,,300,,290,,,-,0,,1,,1,,,-,"ALABAMA
(32.839182, -86.631125)",
WASHINGTON,2018,39,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
PUERTO RICO,2018,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEW HAMPSHIRE,2018,39,,-,3,,6,,83,,66,,,-,0,,1,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MAINE,2018,39,,-,2,,10,,101,,99,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
VIRGIN ISL.,2018,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
OHIO,2018,39,12,,23,,62,,938,,854,,,-,0,,3,,26,,3,,"OHIO
(40.056807, -82.405897)",
WISCONSIN,2018,39,1,,8,,25,,347,,370,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
C.N.M.I.,2018,39,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MISSOURI,2018,39,3,,12,,40,,524,,441,,2,,1,,5,,35,,11,,"MISSOURI
(38.636168, -92.566292)",
ARIZONA,2018,39,4,,14,,56,,657,,500,,1,,0,,2,,15,,1,,"ARIZONA
(34.869712, -111.760902)",
NEBRASKA,2018,39,,-,3,,9,,108,,133,,,-,0,,1,,2,,2,,"NEBRASKA
(41.640503, -99.367122)",
TEXAS,2018,39,6,,30,,276,,1303,,1080,,,-,0,,2,,14,,7,,"TEXAS
(31.827233, -99.423022)",
RHODE ISLAND,2018,39,,-,1,,10,,35,,44,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MONTANA,2018,39,,-,2,,7,,82,,70,,,-,0,,1,,,-,2,,"MONTANA
(47.062617, -109.430168)",
GEORGIA,2018,39,1,,17,,42,,629,,683,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
UTAH,2018,39,2,,5,,12,,160,,179,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
MARYLAND,2018,39,3,,10,,27,,382,,356,,,-,0,,1,,3,,5,,"MARYLAND
(39.290443, -76.612333)",
MICHIGAN,2018,39,,-,15,,41,,518,,664,,,-,0,,2,,13,,15,,"MICHIGAN
(44.66399, -84.711206)",
WEST VIRGINIA,2018,39,,-,5,,16,,210,,181,,,-,0,,1,,1,,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MASSACHUSETTS,2018,39,,-,9,,23,,379,,457,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
INDIANA,2018,39,,-,13,,39,,519,,543,,,-,0,,2,,,-,1,,"INDIANA
(39.76845, -86.156212)",
IOWA,2018,39,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
NEW YORK,2018,39,12,,16,,86,,675,,632,,,-,0,,1,,8,,4,,"NEW YORK
(42.826892, -75.544286)",
UNITED STATES,2018,40,100,,369,,1072,,13696,,14063,,2,,4,,13,,193,,114,,,
NEW ENGLAND,2018,40,3,,24,,59,,799,,896,,,-,0,,1,,3,,5,,,
MID. ATLANTIC,2018,40,23,,53,,153,,1939,,2052,,,-,1,,3,,41,,44,,,
NEW YORK CITY,2018,40,8,,13,,30,,530,,503,,,-,0,,2,,4,,2,,,
E.N. CENTRAL,2018,40,17,,62,,148,,2378,,2484,,1,,1,,3,,41,,21,,,
W.N. CENTRAL,2018,40,6,,29,,64,,941,,1285,,1,,1,,6,,44,,17,,,
S. ATLANTIC,2018,40,9,,61,,168,,2326,,2517,,,-,0,,3,,25,,13,,,
E.S. CENTRAL,2018,40,2,,36,,101,,1474,,1434,,,-,0,,1,,5,,2,,,
W.S. CENTRAL,2018,40,17,,43,,336,,1937,,1572,,,-,0,,2,,17,,8,,,
MOUNTAIN,2018,40,21,,42,,122,,1730,,1659,,,-,0,,2,,17,,4,,,
PACIFIC,2018,40,2,,5,,9,,172,,164,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2018,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
GUAM,2018,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
UTAH,2018,40,3,,5,,12,,167,,187,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
NORTH CAROLINA,2018,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
KENTUCKY,2018,40,,-,8,,28,,318,,255,,,-,0,,1,,2,,1,,"KENTUCKY
(37.64591, -84.774043)",
MASSACHUSETTS,2018,40,,-,9,,23,,379,,461,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
PUERTO RICO,2018,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
WYOMING,2018,40,,-,0,,3,,19,,24,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
SOUTH DAKOTA,2018,40,3,,2,,9,,67,,97,,,-,0,,1,,2,,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW HAMPSHIRE,2018,40,,-,3,,6,,84,,68,,,-,0,,1,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
CALIFORNIA,2018,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
WISCONSIN,2018,40,5,,8,,25,,354,,374,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
ARIZONA,2018,40,7,,14,,56,,665,,509,,,-,0,,2,,15,,1,,"ARIZONA
(34.869712, -111.760902)",
CONNECTICUT,2018,40,,-,3,,16,,143,,187,,,-,0,,0,,,-,5,,"CONNECTICUT
(41.544654, -72.651713)",
VERMONT,2018,40,,-,1,,5,,53,,36,,,-,0,,1,,2,,,-,"VERMONT
(43.622479, -72.51927)",
WEST VIRGINIA,2018,40,,-,5,,16,,212,,185,,,-,0,,1,,1,,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
NEBRASKA,2018,40,,-,3,,9,,108,,135,,,-,0,,1,,2,,2,,"NEBRASKA
(41.640503, -99.367122)",
MAINE,2018,40,3,,2,,10,,104,,100,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
TENNESSEE,2018,40,,-,15,,43,,632,,698,,,-,0,,1,,2,,,-,"TENNESSEE
(35.681402, -85.774444)",
OREGON,2018,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
FLORIDA,2018,40,4,,12,,52,,506,,438,,,-,0,,2,,9,,4,,"FLORIDA
(28.915325, -81.922409)",
INDIANA,2018,40,1,,13,,39,,532,,555,,,-,0,,2,,,-,3,,"INDIANA
(39.76845, -86.156212)",
WASHINGTON,2018,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
NEW YORK,2018,40,10,,16,,86,,685,,642,,,-,0,,1,,8,,4,,"NEW YORK
(42.826892, -75.544286)",
MISSOURI,2018,40,3,,12,,40,,531,,448,,1,,1,,5,,36,,11,,"MISSOURI
(38.636168, -92.566292)",
ILLINOIS,2018,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
RHODE ISLAND,2018,40,,-,1,,10,,36,,44,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
LOUISIANA,2018,40,2,,8,,27,,357,,216,,,-,0,,2,,2,,,-,"LOUISIANA
(31.2931, -92.463284)",
NEW MEXICO,2018,40,,-,5,,20,,230,,238,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MARYLAND,2018,40,2,,10,,27,,387,,367,,,-,0,,1,,3,,5,,"MARYLAND
(39.290443, -76.612333)",
SOUTH CAROLINA,2018,40,,-,12,,32,,454,,715,,,-,0,,2,,11,,4,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NORTH DAKOTA,2018,40,,-,1,,5,,47,,64,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEVADA,2018,40,,-,1,,11,,48,,191,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
