Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal Disease§, All ages, Confirmed, Current week","Invasive Pneumococcal Disease§, All ages, Confirmed, Current week, flag","Invasive Pneumococcal Disease§, All ages, Confirmed, Previous 52 weeks Med","Invasive Pneumococcal Disease§, All ages, Confirmed, Previous 52 weeks Med, flag","Invasive Pneumococcal Disease§, All ages, Confirmed, Previous 52 weeks Max","Invasive Pneumococcal Disease§, All ages, Confirmed, Previous 52 weeks Max, flag","Invasive Pneumococcal Disease§, All ages, Confirmed, Cum 2017","Invasive Pneumococcal Disease§, All ages, Confirmed, Cum 2017, flag","Invasive Pneumococcal Disease§, All ages, Confirmed, Cum 2016","Invasive Pneumococcal Disease§, All ages, Confirmed, Cum 2016, flag","Invasive Pneumococcal Disease§, All ages, Probable, Current week","Invasive Pneumococcal Disease§, All ages, Probable, Current week, flag","Invasive Pneumococcal Disease§, All ages, Probable, Previous 52 weeks Med","Invasive Pneumococcal Disease§, All ages, Probable, Previous 52 weeks Med, flag","Invasive Pneumococcal Disease§, All ages, Probable, Previous 52 weeks Max","Invasive Pneumococcal Disease§, All ages, Probable, Previous 52 weeks Max, flag","Invasive Pneumococcal Disease§, All ages, Probable, Cum 2017","Invasive Pneumococcal Disease§, All ages, Probable, Cum 2017, flag","Invasive Pneumococcal Disease§, All ages, Probable, Cum 2016","Invasive Pneumococcal Disease§, All ages, Probable, Cum 2016, flag",Location 1,Location 2
INDIANA,2017,43,,-,12,,33,,457,,529,,,-,0,,2,,3,,,-,"INDIANA
(39.76845, -86.156212)",
SOUTH CAROLINA,2017,43,,-,8,,37,,468,,282,,,-,0,,2,,4,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
IOWA,2017,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
MAINE,2017,43,1,,2,,10,,100,,106,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
HAWAII,2017,43,,-,1,,8,,63,,70,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MARYLAND,2017,43,2,,9,,19,,379,,357,,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
DIST. OF COL.,2017,43,,-,1,,4,,40,,55,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEBRASKA,2017,43,,-,2,,10,,106,,153,,,-,0,,1,,2,,2,,"NEBRASKA
(41.640503, -99.367122)",
C.N.M.I.,2017,43,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW JERSEY,2017,43,2,,7,,22,,231,,464,,,-,0,,2,,11,,,-,"NEW JERSEY
(40.104655, -74.386686)",
CALIFORNIA,2017,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
MISSISSIPPI,2017,43,,-,5,,11,,190,,195,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
VIRGINIA,2017,43,,-,0,,2,,19,,25,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
NEW YORK,2017,43,14,,16,,70,,677,,711,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
COLORADO,2017,43,11,,11,,19,,441,,396,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
ALABAMA,2017,43,,-,6,,26,,274,,276,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
OKLAHOMA,2017,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
TENNESSEE,2017,43,2,,16,,38,,647,,645,,,-,0,,0,,,-,1,,"TENNESSEE
(35.681402, -85.774444)",
NEVADA,2017,43,2,,4,,16,,189,,177,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
ILLINOIS,2017,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
NORTH CAROLINA,2017,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
MONTANA,2017,43,,-,2,,4,,78,,83,,,-,0,,1,,2,,1,,"MONTANA
(47.062617, -109.430168)",
OHIO,2017,43,18,,20,,52,,924,,796,,,-,0,,2,,3,,,-,"OHIO
(40.056807, -82.405897)",
ALASKA,2017,43,,-,2,,5,,76,,111,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NEW HAMPSHIRE,2017,43,,-,1,,6,,68,,83,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ARIZONA,2017,43,5,,12,,28,,521,,604,,,-,0,,1,,2,,,-,"ARIZONA
(34.869712, -111.760902)",
VIRGIN ISL.,2017,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
OREGON,2017,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
KANSAS,2017,43,,-,5,,14,,204,,171,,,-,0,,1,,2,,,-,"KANSAS
(38.345528, -98.201847)",
NORTH DAKOTA,2017,43,,-,1,,5,,64,,66,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
PENNSYLVANIA,2017,43,3,,11,,23,,429,,453,,1,,0,,4,,24,,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
GUAM,2017,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
TEXAS,2017,43,13,,26,,189,,1093,,1296,,,-,0,,2,,8,,,-,"TEXAS
(31.827233, -99.423022)",
IDAHO,2017,43,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
MISSOURI,2017,43,5,,10,,24,,446,,103,,,-,0,,3,,13,,1,,"MISSOURI
(38.636168, -92.566292)",
MINNESOTA,2017,43,,-,0,,14,,,-,392,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
KENTUCKY,2017,43,4,,6,,17,,260,,181,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
NEW MEXICO,2017,43,1,,5,,14,,262,,253,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
VERMONT,2017,43,1,,1,,5,,39,,52,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
UNITED STATES,2017,44,137,,336,,791,,13320,,13979,,1,,2,,12,,129,,17,,,
NEW ENGLAND,2017,44,2,,23,,49,,926,,895,,,-,0,,2,,3,,,-,,
MID. ATLANTIC,2017,44,32,,52,,129,,1893,,2185,,1,,0,,10,,70,,,-,,
NEW YORK CITY,2017,44,10,,13,,29,,545,,526,,,-,0,,2,,2,,,-,,
E.N. CENTRAL,2017,44,28,,57,,108,,2405,,2425,,,-,0,,2,,12,,10,,,
W.N. CENTRAL,2017,44,6,,25,,47,,940,,1017,,,-,0,,3,,21,,3,,,
S. ATLANTIC,2017,44,17,,54,,120,,2403,,2337,,,-,0,,3,,10,,,-,,
E.S. CENTRAL,2017,44,5,,33,,72,,1396,,1342,,,-,0,,1,,1,,2,,,
W.S. CENTRAL,2017,44,17,,35,,231,,1531,,1817,,,-,0,,2,,8,,1,,,
MOUNTAIN,2017,44,23,,36,,69,,1677,,1776,,,-,0,,1,,4,,1,,,
PACIFIC,2017,44,7,,3,,12,,149,,185,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
MINNESOTA,2017,44,,-,0,,14,,,-,403,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
WYOMING,2017,44,,-,0,,5,,21,,32,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ALABAMA,2017,44,,-,6,,26,,283,,286,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
VERMONT,2017,44,1,,1,,5,,40,,53,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MARYLAND,2017,44,2,,9,,19,,384,,369,,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
IDAHO,2017,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
GEORGIA,2017,44,5,,18,,39,,742,,778,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
UTAH,2017,44,,-,3,,11,,129,,202,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
TEXAS,2017,44,15,,26,,189,,1108,,1322,,,-,0,,2,,8,,,-,"TEXAS
(31.827233, -99.423022)",
MAINE,2017,44,1,,2,,10,,102,,109,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
MONTANA,2017,44,1,,2,,4,,83,,86,,,-,0,,1,,2,,1,,"MONTANA
(47.062617, -109.430168)",
ALASKA,2017,44,7,,2,,5,,86,,114,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
RHODE ISLAND,2017,44,,-,1,,11,,46,,47,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MASSACHUSETTS,2017,44,,-,12,,28,,485,,415,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW MEXICO,2017,44,,-,5,,15,,270,,255,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
ARIZONA,2017,44,7,,12,,28,,529,,613,,,-,0,,1,,2,,,-,"ARIZONA
(34.869712, -111.760902)",
SOUTH CAROLINA,2017,44,3,,8,,37,,481,,287,,,-,0,,2,,4,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
TENNESSEE,2017,44,4,,16,,38,,656,,664,,,-,0,,0,,,-,1,,"TENNESSEE
(35.681402, -85.774444)",
NEW YORK,2017,44,14,,16,,70,,691,,726,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
OKLAHOMA,2017,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
NORTH DAKOTA,2017,44,,-,1,,5,,64,,68,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
WISCONSIN,2017,44,5,,9,,22,,394,,332,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
INDIANA,2017,44,,-,12,,33,,468,,540,,,-,0,,2,,3,,,-,"INDIANA
(39.76845, -86.156212)",
NORTH CAROLINA,2017,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
PUERTO RICO,2017,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
VIRGIN ISL.,2017,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
PENNSYLVANIA,2017,44,5,,11,,23,,449,,461,,,-,0,,4,,25,,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
CONNECTICUT,2017,44,,-,4,,16,,185,,187,,,-,0,,2,,3,,,-,"CONNECTICUT
(41.544654, -72.651713)",
NEW HAMPSHIRE,2017,44,,-,1,,6,,68,,84,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
KENTUCKY,2017,44,1,,6,,17,,261,,188,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
NEW JERSEY,2017,44,3,,6,,22,,208,,472,,1,,0,,10,,43,,,-,"NEW JERSEY
(40.104655, -74.386686)",
SOUTH DAKOTA,2017,44,1,,2,,9,,109,,108,,,-,0,,1,,3,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
LOUISIANA,2017,44,,-,3,,13,,158,,291,,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
DIST. OF COL.,2017,44,,-,1,,4,,40,,56,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
ILLINOIS,2017,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
OHIO,2017,44,22,,20,,52,,946,,808,,,-,0,,2,,3,,,-,"OHIO
(40.056807, -82.405897)",
MISSOURI,2017,44,5,,10,,24,,454,,106,,,-,0,,3,,14,,1,,"MISSOURI
(38.636168, -92.566292)",
MICHIGAN,2017,44,1,,15,,28,,597,,745,,,-,0,,1,,6,,10,,"MICHIGAN
(44.66399, -84.711206)",
WEST VIRGINIA,2017,44,,-,4,,13,,179,,229,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
FLORIDA,2017,44,7,,10,,27,,507,,535,,,-,0,,2,,5,,,-,"FLORIDA
(28.915325, -81.922409)",
OREGON,2017,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
COLORADO,2017,44,15,,11,,19,,456,,409,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
ARKANSAS,2017,44,2,,5,,32,,265,,204,,,-,0,,0,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
GUAM,2017,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEVADA,2017,44,,-,4,,16,,189,,179,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
C.N.M.I.,2017,44,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
IOWA,2017,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
VIRGINIA,2017,44,,-,0,,2,,19,,25,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
KANSAS,2017,44,,-,5,,14,,207,,175,,,-,0,,1,,2,,,-,"KANSAS
(38.345528, -98.201847)",
MISSISSIPPI,2017,44,,-,5,,11,,196,,204,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
DELAWARE,2017,44,,-,1,,6,,51,,58,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
CALIFORNIA,2017,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
HAWAII,2017,44,,-,1,,8,,63,,71,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEBRASKA,2017,44,,-,2,,10,,106,,157,,,-,0,,1,,2,,2,,"NEBRASKA
(41.640503, -99.367122)",
WASHINGTON,2017,44,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
UNITED STATES,2017,45,158,,336,,791,,13597,,14295,,1,,2,,12,,130,,17,,,
NEW ENGLAND,2017,45,10,,23,,49,,963,,920,,,-,0,,2,,3,,,-,,
MID. ATLANTIC,2017,45,31,,52,,129,,1932,,2234,,,-,0,,10,,70,,,-,,
NEW YORK CITY,2017,45,14,,12,,29,,559,,541,,,-,0,,2,,2,,,-,,
E.N. CENTRAL,2017,45,32,,57,,108,,2464,,2468,,,-,0,,2,,12,,10,,,
W.N. CENTRAL,2017,45,4,,23,,47,,949,,1044,,,-,0,,3,,21,,3,,,
S. ATLANTIC,2017,45,20,,55,,120,,2439,,2403,,,-,0,,3,,10,,,-,,
E.S. CENTRAL,2017,45,10,,33,,72,,1413,,1375,,,-,0,,1,,1,,2,,,
W.S. CENTRAL,2017,45,28,,35,,231,,1571,,1846,,1,,0,,2,,9,,1,,,
MOUNTAIN,2017,45,19,,36,,69,,1707,,1817,,,-,0,,1,,4,,1,,,
PACIFIC,2017,45,4,,3,,12,,159,,188,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,45,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
ALASKA,2017,45,4,,2,,8,,94,,117,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
UTAH,2017,45,,-,3,,11,,129,,208,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
OHIO,2017,45,23,,21,,52,,969,,821,,,-,0,,2,,3,,,-,"OHIO
(40.056807, -82.405897)",
NEW HAMPSHIRE,2017,45,,-,1,,6,,70,,84,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MAINE,2017,45,4,,2,,10,,107,,110,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
TENNESSEE,2017,45,9,,16,,38,,665,,680,,,-,0,,0,,,-,1,,"TENNESSEE
(35.681402, -85.774444)",
TEXAS,2017,45,20,,26,,189,,1140,,1344,,1,,0,,2,,9,,,-,"TEXAS
(31.827233, -99.423022)",
VERMONT,2017,45,1,,1,,5,,42,,54,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEW MEXICO,2017,45,1,,5,,15,,275,,260,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
INDIANA,2017,45,,-,12,,33,,482,,543,,,-,0,,2,,3,,,-,"INDIANA
(39.76845, -86.156212)",
LOUISIANA,2017,45,,-,3,,13,,158,,293,,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
FLORIDA,2017,45,15,,10,,27,,522,,545,,,-,0,,2,,5,,,-,"FLORIDA
(28.915325, -81.922409)",
GEORGIA,2017,45,1,,18,,39,,744,,811,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
ALABAMA,2017,45,1,,6,,26,,291,,291,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
CONNECTICUT,2017,45,,-,4,,16,,189,,194,,,-,0,,2,,3,,,-,"CONNECTICUT
(41.544654, -72.651713)",
NORTH DAKOTA,2017,45,,-,1,,5,,64,,68,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
IDAHO,2017,45,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
KANSAS,2017,45,,-,5,,14,,207,,183,,,-,0,,1,,2,,,-,"KANSAS
(38.345528, -98.201847)",
MARYLAND,2017,45,3,,9,,19,,399,,379,,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
WYOMING,2017,45,,-,0,,5,,23,,32,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
VIRGINIA,2017,45,1,,0,,2,,22,,26,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
SOUTH DAKOTA,2017,45,,-,2,,9,,109,,110,,,-,0,,1,,3,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEBRASKA,2017,45,,-,2,,10,,106,,159,,,-,0,,1,,2,,2,,"NEBRASKA
(41.640503, -99.367122)",
WEST VIRGINIA,2017,45,,-,4,,13,,179,,233,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
C.N.M.I.,2017,45,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
OREGON,2017,45,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
CALIFORNIA,2017,45,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
GUAM,2017,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
HAWAII,2017,45,,-,1,,8,,65,,71,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEW JERSEY,2017,45,1,,6,,22,,212,,482,,,-,0,,10,,43,,,-,"NEW JERSEY
(40.104655, -74.386686)",
MISSISSIPPI,2017,45,,-,5,,11,,196,,212,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
WISCONSIN,2017,45,8,,9,,22,,406,,339,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
KENTUCKY,2017,45,,-,5,,17,,261,,192,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
MONTANA,2017,45,,-,2,,4,,85,,87,,,-,0,,1,,2,,1,,"MONTANA
(47.062617, -109.430168)",
PENNSYLVANIA,2017,45,2,,11,,23,,456,,469,,,-,0,,4,,25,,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
MISSOURI,2017,45,4,,10,,24,,462,,114,,,-,0,,3,,14,,1,,"MISSOURI
(38.636168, -92.566292)",
NEVADA,2017,45,,-,4,,16,,190,,183,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
WASHINGTON,2017,45,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
IOWA,2017,45,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
OKLAHOMA,2017,45,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
ARKANSAS,2017,45,8,,5,,32,,273,,209,,,-,0,,0,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
COLORADO,2017,45,,-,11,,19,,456,,419,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MASSACHUSETTS,2017,45,5,,12,,28,,508,,430,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
ARIZONA,2017,45,18,,12,,28,,549,,628,,,-,0,,1,,2,,,-,"ARIZONA
(34.869712, -111.760902)",
PUERTO RICO,2017,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
SOUTH CAROLINA,2017,45,,-,8,,37,,481,,295,,,-,0,,2,,4,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
RHODE ISLAND,2017,45,,-,1,,11,,47,,48,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MICHIGAN,2017,45,1,,15,,28,,607,,765,,,-,0,,1,,6,,10,,"MICHIGAN
(44.66399, -84.711206)",
MINNESOTA,2017,45,,-,0,,14,,1,,410,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
ILLINOIS,2017,45,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
DIST. OF COL.,2017,45,,-,1,,4,,40,,56,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
DELAWARE,2017,45,,-,1,,6,,52,,58,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEW YORK,2017,45,14,,16,,70,,705,,742,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
VIRGIN ISL.,2017,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NORTH CAROLINA,2017,45,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
UNITED STATES,2017,46,133,,336,,791,,13854,,14658,,3,,2,,13,,134,,18,,,
NEW ENGLAND,2017,46,2,,22,,49,,973,,943,,1,,0,,2,,4,,,-,,
MID. ATLANTIC,2017,46,36,,52,,129,,1978,,2288,,1,,0,,10,,73,,,-,,
NEW YORK CITY,2017,46,5,,12,,29,,564,,555,,,-,0,,2,,2,,,-,,
E.N. CENTRAL,2017,46,35,,57,,108,,2501,,2541,,,-,0,,2,,12,,10,,,
W.N. CENTRAL,2017,46,8,,22,,47,,969,,1081,,,-,0,,3,,21,,4,,,
S. ATLANTIC,2017,46,32,,52,,120,,2492,,2453,,,-,0,,3,,10,,,-,,
E.S. CENTRAL,2017,46,10,,33,,72,,1461,,1426,,,-,0,,1,,1,,2,,,
W.S. CENTRAL,2017,46,4,,36,,231,,1584,,1880,,,-,0,,2,,9,,1,,,
MOUNTAIN,2017,46,6,,36,,69,,1737,,1855,,1,,0,,1,,4,,1,,,
PACIFIC,2017,46,,-,3,,12,,159,,191,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,46,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
MONTANA,2017,46,,-,2,,4,,88,,87,,,-,0,,1,,2,,1,,"MONTANA
(47.062617, -109.430168)",
KENTUCKY,2017,46,1,,6,,17,,270,,196,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
NORTH CAROLINA,2017,46,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
MAINE,2017,46,,-,2,,10,,107,,111,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
C.N.M.I.,2017,46,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEVADA,2017,46,,-,4,,16,,192,,191,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
IDAHO,2017,46,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
WISCONSIN,2017,46,2,,9,,22,,410,,348,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
VIRGINIA,2017,46,,-,0,,2,,22,,28,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
WYOMING,2017,46,,-,0,,5,,24,,33,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
SOUTH DAKOTA,2017,46,,-,2,,9,,109,,116,,,-,0,,1,,3,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
INDIANA,2017,46,,-,12,,33,,482,,560,,,-,0,,2,,3,,,-,"INDIANA
(39.76845, -86.156212)",
NEW HAMPSHIRE,2017,46,1,,1,,6,,73,,86,,1,,0,,0,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
DIST. OF COL.,2017,46,,-,1,,4,,40,,59,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
WASHINGTON,2017,46,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
ALABAMA,2017,46,,-,6,,26,,297,,305,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
CONNECTICUT,2017,46,,-,4,,16,,195,,198,,,-,0,,2,,3,,,-,"CONNECTICUT
(41.544654, -72.651713)",
COLORADO,2017,46,,-,11,,19,,465,,435,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
DELAWARE,2017,46,,-,1,,6,,52,,58,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
OHIO,2017,46,33,,21,,52,,1002,,856,,,-,0,,2,,3,,,-,"OHIO
(40.056807, -82.405897)",
KANSAS,2017,46,,-,5,,14,,211,,189,,,-,0,,1,,2,,,-,"KANSAS
(38.345528, -98.201847)",
NEW YORK,2017,46,23,,16,,70,,727,,759,,1,,0,,0,,1,,,-,"NEW YORK
(42.826892, -75.544286)",
VIRGIN ISL.,2017,46,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
GEORGIA,2017,46,8,,18,,39,,761,,831,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
OKLAHOMA,2017,46,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
